,title,tmdb_id,imdb_id,release_date,release_month,release_day_of_week,original_language,origin_country,production_budget_raw,production_budget_adj,runtime,primary_genre,genres_list,mpaa_rating,format_premium,spoiler_risk,wiki_hype,director_id,director_name,producer_id,producer_name,cast_ids,cast_names,is_sequel,sequel_parent_rating,sequel_parent_revenue_adj,franchise_hunger,distributor,opening_theaters,calendar_ratio,bom_intl_lifetime,bom_ww_lifetime,target_dom_7day,bom_dom_lifetime,rev_day_1,theaters_day_1,rank_day_1,rev_day_2,theaters_day_2,rank_day_2,rev_day_3,theaters_day_3,rank_day_3,rev_day_4,theaters_day_4,rank_day_4,rev_day_5,theaters_day_5,rank_day_5,rev_day_6,theaters_day_6,rank_day_6,rev_day_7,theaters_day_7,rank_day_7
1733,Stuart Little,10137,tt0164912,1999-12-17,12,4,en,US,133000000.0,258974789.9159664,84,Family,Family|Fantasy|Comedy|Adventure,PG,1.0,0.0,,18898.0,Rob Minkoff,931.0,Douglas Wick,521|16935|41419,Michael J. Fox|Geena Davis|Hugh Laurie,0,,,,Franklin/Waterman Productions,2878.0,0.639435692183506,160100000.0,300135367.0,27540468.0,140035367.0,3688000.0,2878.0,1.0,6341000.0,2878.0,1.0,4837000.0,2878.0,1.0,2513265.0,2878.0,1.0,3009818.0,2878.0,1.0,3210385.0,2878.0,2.0,3941000.0,2878.0,1.0
1734,The Cider House Rules,1715,tt0124315,1999-12-17,12,4,en,US,24000000.0,46732292.91716687,126,Drama,Drama,PG-13,1.0,0.0,,5306.0,Lasse Hallström,12997.0,Richard N. Gladstein,2219|6885|3895,Tobey Maguire|Charlize Theron|Michael Caine,0,,,,Miramax,,,31000000.0,88545092.0,,57545092.0,,,,,,,,,,,,,,,,,,,,,
1735,Dexter's Laboratory: Ego Trip,56828,tt0293092,1999-12-17,12,4,en,US,,,50,Animation,Animation|Comedy|Family|Science Fiction|TV Movie|Action|Drama,Unrated,1.0,0.0,,185438.0,Genndy Tartakovsky,,Unknown,58136|42362|34982,Christine Cavanaugh|Eddie Deezen|Jeff Bennett,0,,,,Hanna-Barbera Cartoons,,,,,,,,,,,,,,,,,,,,,,,,,,,
1736,Bicentennial Man,2277,tt0182789,1999-12-17,12,4,en,US,100000000.0,194717887.154862,131,Science Fiction,Science Fiction|Drama,PG,1.0,0.0,,10965.0,Chris Columbus,11222.0,Mark Radcliffe,2157|6368|4783,Robin Williams|Embeth Davidtz|Sam Neill,0,,,,Columbia Pictures,2518.0,0.5565912312053242,29200000.0,87423861.0,14135575.0,58223861.0,2237000.0,2518.0,4.0,3427000.0,2518.0,4.0,2450000.0,2518.0,4.0,1214707.0,2518.0,4.0,1429612.0,2518.0,4.0,1469235.0,2518.0,6.0,1908021.0,2518.0,6.0
1737,"Girl, Interrupted",3558,tt0172493,1999-12-21,12,1,en,US,40000000.0,77887154.86194478,127,Drama,Drama,R,1.0,0.0,,366.0,James Mangold,409.0,Cathy Konrad,1920|11701|20387,Winona Ryder|Angelina Jolie|Clea DuVall,0,,,,Red Wagon Entertainment,1902.0,2.697398923781691,19437559.0,48350205.0,11030293.0,28912646.0,2581000.0,1902.0,2.0,3057000.0,1902.0,5.0,2486000.0,1902.0,4.0,1196574.0,1902.0,6.0,676017.0,1902.0,3.0,527108.0,1902.0,3.0,506594.0,1902.0,3.0
1738,Man on the Moon,1850,tt0125664,1999-12-22,12,2,en,US,82000000.0,159668667.46698678,118,Comedy,Comedy|Drama,R,1.0,0.0,,3974.0,Miloš Forman,518.0,Danny DeVito,206|518|7621,Jim Carrey|Danny DeVito|Courtney Love,0,,,,Mutual Film Company,2079.0,0.8420951263274915,12827000.0,47434430.0,15954035.0,34607430.0,2524770.0,2078.0,4.0,2233850.0,2078.0,4.0,1278585.0,2079.0,6.0,3222450.0,2079.0,6.0,3014550.0,2079.0,7.0,1902285.0,2079.0,8.0,1777545.0,2079.0,8.0
1739,Any Given Sunday,9563,tt0146838,1999-12-22,12,2,en,US,55000000.0,107094837.93517406,163,Drama,Drama,R,1.0,1.0,,1152.0,Oliver Stone,3184.0,Clayton Townsend,1158|6941|6065,Al Pacino|Cameron Diaz|Dennis Quaid,0,,,,Warner Bros. Pictures,2505.0,0.7496689944134077,24700000.0,100230832.0,27201996.0,75530832.0,3623513.0,2505.0,1.0,2900000.0,2505.0,3.0,2139000.0,2505.0,3.0,5707000.0,2505.0,2.0,5758000.0,2505.0,2.0,3647370.0,2505.0,4.0,3427113.0,2505.0,4.0
1740,Snow Falling on Cedars,10219,tt0120834,1999-12-22,12,2,en,US,35000000.0,68151260.50420168,127,Drama,Drama|Romance,PG-13,1.0,1.0,,33433.0,Scott Hicks,58084.0,Harry J. Ufland,569|16145|64710,Ethan Hawke|Youki Kudoh|Reeve Carney,0,,,,Universal Pictures,3.0,0.9810564804730044,8632000.0,23049593.0,74170.0,14417593.0,9385.0,3.0,9.0,9655.0,3.0,8.0,11141.0,3.0,8.0,9363.0,3.0,10.0,11631.0,3.0,11.0,11192.0,3.0,12.0,11803.0,3.0,12.0
1741,Titus,12524,tt0120866,1999-12-25,12,5,en,IT,18000000.0,35049219.68787515,162,Drama,Drama|History,R,1.0,0.0,,16391.0,Julie Taymor,7700.0,Conchita Airoldi,4173|4431|1244,Anthony Hopkins|Jessica Lange|Jonathan Rhys Meyers,0,,,,Clear Blue Sky Productions,,,252390.0,2259680.0,,2007290.0,,,,,,,,,,,,,,,,,,,,,
1742,Galaxy Quest,926,tt0177789,1999-12-25,12,5,en,US,45000000.0,87623049.21968786,102,Comedy,Comedy|Science Fiction|Adventure,PG,1.0,0.0,,15002.0,Dean Parisot,15004.0,Charles Newirth,12898|10205|4566,Tim Allen|Sigourney Weaver|Alan Rickman,0,,,,DreamWorks Pictures,2442.0,0.8519774892495354,19100000.0,90685205.0,19918798.0,71583916.0,3365407.0,2410.0,4.0,3647223.0,2412.0,6.0,2695834.0,2412.0,6.0,2534493.0,2412.0,7.0,2524307.0,2442.0,7.0,2838753.0,2442.0,6.0,2312781.0,2442.0,4.0
1743,The Talented Mr. Ripley,1213,tt0134119,1999-12-25,12,5,en,US,40000000.0,77887154.86194478,140,Thriller,Thriller|Crime|Drama,R,1.0,1.0,,2239.0,Anthony Minghella,8330.0,Tom Sternberg,1892|12052|9642,Matt Damon|Gwyneth Paltrow|Jude Law,0,,,,Mirage Enterprises,2309.0,0.7367641022201354,56733221.0,138033942.0,29554888.0,81298265.0,6389000.0,2307.0,1.0,6333000.0,2307.0,1.0,3989970.0,2307.0,3.0,3710672.0,2307.0,3.0,3302498.0,2307.0,3.0,3642748.0,2307.0,3.0,2187000.0,2309.0,5.0
1744,Angela's Ashes,10397,tt0145653,1999-12-25,12,5,en,IE,50000000.0,97358943.57743096,145,Drama,Drama,R,1.0,0.0,,9168.0,Alan Parker,5322.0,David Brown,1639|18023|65030,Emily Watson|Robert Carlyle|Joe Breen,0,,,,Universal Pictures,,,,13042112.0,,13042112.0,,,,,,,,,,,,,,,,,,,,,
1745,Fantasia 2000,49948,tt0120910,2000-01-01,1,5,en,US,80000000.0,150708478.4922744,74,Animation,Animation|Family|Music,Unrated,1.0,0.0,,5690.0,James Algar,16390.0,Donald W. Ernst,67773|166002|13301,Steve Martin|Itzhak Perlman|Quincy Jones,1,7.7,26158445.833280344,59.1,Walt Disney Pictures,,,30219150.0,90874570.0,,60655420.0,,,,,,,,,,,,,,,,,,,,,
1746,Next Friday,10471,tt0195945,2000-01-12,1,2,en,US,11000000.0,20722415.792687733,98,Comedy,Comedy,R,1.0,0.0,,52112.0,Steve Carr,9778.0,Ice Cube,9778|51944|57389,Ice Cube|Mike Epps|Justin Pierce,1,7.2,58467701.84538691,4.7,New Line Cinema,1103.0,0.403178845,2498725.0,59827328.0,22240976.0,57328603.0,2696871.0,1103.0,1.0,1751233.0,1103.0,1.0,4353000.0,1103.0,1.0,5609000.0,1103.0,1.0,4503000.0,1103.0,1.0,2478527.0,1103.0,2.0,849345.0,1103.0,1.0
1747,Supernova,10384,tt0134983,2000-01-14,1,4,en,US,90000000.0,169547038.3038087,91,Science Fiction,Science Fiction|Horror|Thriller,PG-13,1.0,0.0,,1723.0,Walter Hill,24953.0,Ash R. Shah,13548|9780|5694,James Spader|Angela Bassett|Robert Forster,0,,,,Hammerhead Productions,,,597626.0,14828081.0,,14230455.0,,,,,,,,,,,,,,,,,,,,,
1748,From Dusk Till Dawn 3: The Hangman's Daughter,10213,tt0120695,2000-01-18,1,1,en,US,5000000.0,9419279.9067985,94,Western,Western|Horror|Thriller,R,1.0,0.0,,64190.0,P.J. Pesce,18383.0,Michael S. Murphey,27643|2536|59967,Marco Leonardi|Michael Parks|Rebecca Gayheart,1,4.2,12411.31812461372,0.8,Dimension Films,,,,9617.0,,9617.0,,,,,,,,,,,,,,,,,,,,,
1749,The Little Mermaid II: Return to the Sea,10898,tt0240684,2000-01-23,1,6,en,US,,,75,Animation,Animation|Adventure|Family|Comedy,Unrated,1.0,0.0,,60725.0,Jim Kammerud,67396.0,Leslie Hough,63978|67392|15762,Jodi Benson|Samuel E. Wright|Tara Strong,1,7.6,87000196.977173,10.2,Disney Television Animation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750,The Crow: Salvation,9456,tt0132910,2000-01-23,1,6,en,US,10000000.0,18838559.8115343,101,Action,Action|Thriller|Horror|Crime|Fantasy|Mystery,R,1.0,1.0,,58005.0,Bharat Nalluri,32035.0,Edward R. Pressman,11867|205|58006,Eric Mabius|Kirsten Dunst|Jodi Lyn O'Keefe,1,4.6,37045047.18004704,3.4,Dimension Films,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751,Saving Grace,2360,tt0195234,2000-01-24,1,0,en,US,10000000.0,18838559.8115343,93,Crime,Crime|Comedy,R,1.0,0.0,,24248.0,Nigel Cole,24249.0,Mark Crowdy,4154|24264|22159,Brenda Blethyn|Craig Ferguson|Martin Clunes,0,,,,Fine Line Features,,,16562728.0,28741330.0,,12178602.0,,,,,,,,,,,,,,,,,,,,,
1752,The Beach,1907,tt0163978,2000-02-03,2,3,en,GB,40000000.0,75354239.25645067,119,Drama,Drama|Adventure|Romance|Thriller,R,1.0,0.0,,2034.0,Danny Boyle,2035.0,Andrew Macdonald,6193|19163|19866,Leonardo DiCaprio|Virginie Ledoyen|Guillaume Canet,0,,,,Figment Films,,,104271846.0,144056873.0,,39785027.0,,,,,,,,,,,,,,,,,,,,,
1753,Scream 3,4234,tt0134084,2000-02-04,2,4,en,US,40000000.0,75354239.25645067,116,Horror,Horror|Mystery,R,1.0,0.0,,5140.0,Wes Craven,35581.0,Marianne Maddalena,15234|9206|14405,David Arquette|Neve Campbell|Courteney Cox,1,6.3,204873861.9814332,2.1,Dimension Films,3467.0,0.143372742,72691101.0,161834276.0,41348864.0,89143175.0,13309000.0,3467.0,1.0,13887000.0,3467.0,1.0,7517000.0,3467.0,1.0,1840441.0,3467.0,1.0,1842875.0,3467.0,1.0,1457687.0,3467.0,1.0,1494861.0,3467.0,1.0
1754,The Million Dollar Hotel,318,tt0120753,2000-02-09,2,2,en,DE,8000000.0,15070847.84922744,122,Drama,Drama|Thriller,R,1.0,0.0,,2303.0,Wim Wenders,33684.0,Bono,2461|63|4654,Mel Gibson|Milla Jovovich|Jeremy Davies,0,,,,Kintop Pictures,,,45994.0,105983.0,,59989.0,,,,,,,,,,,,,,,,,,,,,
1755,The Tigger Movie,15655,tt0220099,2000-02-11,2,4,en,US,30000000.0,56515679.444916375,77,Animation,Animation|Family|Comedy,Unrated,1.0,0.0,,93301.0,Jun Falkenstein,1714354.0,Cheryl Abood,12077|90453|77482,Jim Cummings|Nikita Hopkins|Ken Sansom,0,,,,Walt Disney Pictures,2723.0,0.188344786,50605267.0,96159800.0,11795034.0,45554533.0,2023381.0,2723.0,3.0,4264746.0,2723.0,3.0,3139405.0,2723.0,3.0,874809.0,2723.0,3.0,482593.0,2723.0,2.0,483339.0,2723.0,2.0,526761.0,2723.0,2.0
1756,Boiler Room,14181,tt0181984,2000-02-18,2,4,en,US,7000000.0,13186991.868074013,118,Crime,Crime|Drama|Thriller,R,1.0,0.0,,24294.0,Ben Younger,551.0,Suzanne Todd,1771|12835|9781,Giovanni Ribisi|Vin Diesel|Nia Long,0,,,,New Line Cinema,,,11809674.0,28780255.0,,16970581.0,,,,,,,,,,,,,,,,,,,,,
1757,Pitch Black,2787,tt0134847,2000-02-18,2,4,en,US,23000000.0,43328687.57684236,108,Thriller,Thriller|Science Fiction|Action,R,1.0,0.0,,28239.0,David Twohy,9185.0,Tom Engelman,12835|8329|6614,Vin Diesel|Radha Mitchell|Cole Hauser,0,,,,Interscope Communications,1832.0,0.273542516,13947000.0,53187659.0,15800767.0,39240659.0,3162000.0,1832.0,3.0,4497000.0,1832.0,4.0,3919000.0,1832.0,4.0,1889858.0,1832.0,5.0,884226.0,1832.0,4.0,716576.0,1832.0,4.0,732107.0,1832.0,4.0
1758,The Whole Nine Yards,2069,tt0190138,2000-02-18,2,4,en,US,41300000.0,77803252.02782474,98,Comedy,Comedy|Crime,Unrated,1.0,1.0,,21217.0,Jonathan Lynn,21219.0,Allan Kaufman,14408|62|57395,Matthew Perry|Bruce Willis|Natasha Henstridge,0,,,,Rational Packaging,2910.0,0.281297575,49109159.0,106371651.0,18880996.0,57262492.0,3414000.0,2910.0,2.0,6057000.0,2910.0,1.0,4260000.0,2910.0,1.0,2184606.0,2910.0,3.0,1083493.0,2910.0,1.0,924162.0,2910.0,1.0,957735.0,2910.0,1.0
1759,Wonder Boys,11004,tt0185014,2000-02-22,2,1,en,US,35000000.0,65934959.35068353,111,Comedy,Comedy|Drama,R,1.0,0.0,,323.0,Curtis Hanson,323.0,Curtis Hanson,3392|2219|3910,Michael Douglas|Tobey Maguire|Frances McDormand,0,,,,Paramount Pictures,1253.0,4.134148586,14033031.0,33426588.0,7059887.0,19393557.0,1578000.0,1253.0,6.0,2559000.0,1253.0,7.0,1461000.0,1253.0,7.0,352286.0,1253.0,5.0,373603.0,1253.0,6.0,358213.0,1253.0,6.0,377785.0,1253.0,4.0
1760,Reindeer Games,2155,tt0184858,2000-02-25,2,4,en,US,42000000.0,79121951.21875754,104,Thriller,Thriller|Action|Crime,R,1.0,1.0,,13776.0,John Frankenheimer,22056.0,Marty Katz,880|6885|33,Ben Affleck|Charlize Theron|Gary Sinise,0,,,,Dimension Films,2204.0,0.201233613,8799975.0,32168970.0,10216249.0,23368995.0,2477000.0,2204.0,2.0,3451000.0,2204.0,3.0,2127000.0,2204.0,4.0,567549.0,2204.0,2.0,601973.0,2204.0,2.0,506129.0,2204.0,2.0,485598.0,2204.0,1.0
1761,An Extremely Goofy Movie,15653,tt0208185,2000-02-29,2,1,en,US,,,79,Animation,Animation|Family|Comedy,Unrated,1.0,0.0,,147702.0,Douglas McCarthy,71849.0,Lynne Southerland,84213|61983|34982,Bill Farmer|Jason Marsden|Jeff Bennett,1,7.0,75243339.02097028,4.9,Disney Television Animation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762,Life-Size,36968,tt0200809,2000-03-05,3,6,en,US,7000000.0,13186991.868074013,85,Family,Family|Comedy|Fantasy|TV Movie,Unrated,1.0,0.0,,68770.0,Mark Rosman,67809.0,Fitch Cady,49265|77897|57167,Lindsay Lohan|Tyra Banks|Jere Burns,0,,,,Pacific Motion Pictures,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763,Mission to Mars,2067,tt0183523,2000-03-10,3,4,en,US,90000000.0,169547038.3038087,114,Science Fiction,Science Fiction|Adventure|Mystery,PG,1.0,0.0,,1150.0,Brian De Palma,45861.0,Tom Jacobson,33|504|1896,Gary Sinise|Tim Robbins|Don Cheadle,0,,,,Touchstone Pictures,3054.0,0.208518262,50100000.0,110983407.0,29288484.0,60883407.0,7897000.0,3054.0,1.0,9323000.0,3054.0,1.0,5697000.0,3054.0,1.0,1716982.0,3054.0,1.0,1756899.0,3054.0,1.0,1456979.0,3054.0,1.0,1440624.0,3054.0,1.0
1764,The Gift,2046,tt0219699,2000-03-16,3,3,en,US,10000000.0,18838559.8115343,112,Horror,Horror|Drama|Thriller|Mystery,R,1.0,1.0,,7623.0,Sam Raimi,3953.0,Gary Lucchesi,112|1771|6384,Cate Blanchett|Giovanni Ribisi|Keanu Reeves,0,,,,Lakeshore Entertainment,,,32558964.0,44567606.0,,12008642.0,,,,,,,,,,,,,,,,,,,,,
1765,Erin Brockovich,462,tt0195685,2000-03-17,3,4,en,US,52000000.0,97960511.03029184,131,Drama,Drama,R,1.0,0.0,,1884.0,Steven Soderbergh,518.0,Danny DeVito,1204|3926|6383,Julia Roberts|Albert Finney|Aaron Eckhart,0,,,,Jersey Films,2848.0,0.244422182,132256558.0,257851763.0,37308685.0,125595205.0,8074080.0,2848.0,1.0,12460225.0,2848.0,1.0,7604160.0,2848.0,1.0,2321120.0,2848.0,1.0,2563195.0,2848.0,1.0,2235680.0,2848.0,2.0,2050225.0,2848.0,2.0
1766,Final Destination,9532,tt0195714,2000-03-17,3,4,en,US,23000000.0,43328687.57684236,98,Horror,Horror,R,1.0,0.0,,57134.0,James Wong,21586.0,Warren Zide,50398|17303|43442,Devon Sawa|Ali Larter|Kerr Smith,0,,,,Hard Eight Pictures,,,59549147.0,112880294.0,,53331147.0,,,,,,,,,,,,,,,,,,,,,
1767,High Fidelity,243,tt0146882,2000-03-17,3,4,en,US,30000000.0,56515679.444916375,113,Drama,Drama|Comedy|Romance|Music,R,1.0,0.0,,3224.0,Stephen Frears,2236.0,Tim Bevan,3036|1562|3230,John Cusack|Iben Hjejle|Todd Louiso,0,,,,Touchstone Pictures,1183.0,0.247290831,19839158.0,47126386.0,8548777.0,27287137.0,2162000.0,1183.0,5.0,2580000.0,1183.0,5.0,1687000.0,1183.0,5.0,495536.0,1183.0,5.0,586939.0,1183.0,5.0,516967.0,1183.0,5.0,520335.0,1183.0,5.0
1768,Romeo Must Die,2085,tt0165929,2000-03-22,3,2,en,US,25000000.0,47096399.539149225,115,Action,Action|Crime|Thriller,R,1.0,1.0,,10765.0,Andrzej Bartkowiak,1091.0,Joel Silver,1336|21352|21353,Jet Li|Aaliyah|Isaiah Washington,0,,,,Silver Pictures,2641.0,0.389322648,35063424.0,91036760.0,27366530.0,55973336.0,4105324.0,2602.0,1.0,2463276.0,2602.0,1.0,5757000.0,2641.0,2.0,7484000.0,2641.0,2.0,4774000.0,2641.0,1.0,1409492.0,2641.0,2.0,1373438.0,2641.0,2.0
1769,The Skulls,11478,tt0192614,2000-03-31,3,4,en,US,15000000.0,28257839.71730145,106,Crime,Crime|Drama|Thriller,PG-13,1.0,1.0,,18878.0,Rob Cohen,59328.0,John Pogue,11866|8167|57686,Joshua Jackson|Paul Walker|Hill Harper,0,,,,Original Film,2412.0,0.184428179,15756000.0,50802120.0,13748410.0,35046120.0,4064220.0,2412.0,2.0,4438080.0,2412.0,3.0,2532585.0,2412.0,3.0,651240.0,2412.0,3.0,820080.0,2412.0,3.0,639180.0,2412.0,3.0,603025.0,2412.0,3.0
1770,The Road to El Dorado,10501,tt0138749,2000-03-31,3,4,en,US,95000000.0,178966318.20957586,89,Family,Family|Adventure|Animation|Comedy|Fantasy,PG,1.0,0.0,,65629.0,Bibo Bergeron,61295.0,Bonne Radford,11181|8945|4810,Kenneth Branagh|Kevin Kline|Rosie Perez,0,,,,DreamWorks Pictures,3218.0,0.186296593,25568985.0,76432727.0,16037702.0,50863742.0,3522685.0,3218.0,3.0,5176023.0,3218.0,2.0,4147944.0,3218.0,1.0,840459.0,3218.0,1.0,872651.0,3218.0,2.0,762267.0,3218.0,2.0,715673.0,3218.0,2.0
1771,28 Days,10468,tt0191754,2000-04-06,4,3,en,US,43000000.0,81005807.19991097,103,Comedy,Comedy|Drama,PG-13,1.0,0.0,,31024.0,Betty Thomas,4183.0,Celia D. Costas,18277|110|17287,Sandra Bullock|Viggo Mortensen|Dominic West,0,,,,Columbia Pictures,2523.0,0.64088036,25028457.0,62198945.0,14735261.0,37170488.0,3377000.0,2523.0,1.0,4307000.0,2523.0,2.0,2627000.0,2523.0,2.0,1011648.0,2523.0,2.0,1173292.0,2523.0,1.0,986208.0,2523.0,2.0,1253113.0,2523.0,2.0
1772,Return to Me,2621,tt0122459,2000-04-07,4,4,en,US,24000000.0,45212543.5579958,116,Romance,Romance|Comedy,PG,1.0,1.0,,5149.0,Bonnie Hunt,14337.0,Jennie Lew Tugend,12640|6613|26512,David Duchovny|Minnie Driver|Carroll O'Connor,0,,,,JLT Productions,2007.0,0.232387418,3887197.0,36609995.0,10244336.0,32722798.0,2382000.0,2007.0,3.0,3454000.0,2007.0,4.0,1985000.0,2007.0,4.0,548244.0,2007.0,3.0,646030.0,2007.0,3.0,625338.0,2007.0,3.0,603724.0,2007.0,3.0
1773,Rules of Engagement,10479,tt0160797,2000-04-07,4,4,en,US,60000000.0,113031358.8692058,128,War,War|Drama,R,1.0,0.0,,15175.0,William Friedkin,2997.0,Scott Rudin,2176|2231|529,Tommy Lee Jones|Samuel L. Jackson|Guy Pearce,0,,,,Paramount Pictures,3155.0,0.232372843,10397073.0,71732303.0,19661865.0,61335230.0,5110000.0,3155.0,1.0,7284000.0,3155.0,1.0,2617000.0,3155.0,2.0,1143321.0,3155.0,1.0,1257041.0,3155.0,1.0,1102251.0,3155.0,1.0,1148252.0,3155.0,1.0
1774,American Psycho,1359,tt0144084,2000-04-13,4,3,en,US,7000000.0,13186991.868074013,102,Thriller,Thriller|Drama|Crime,R,1.0,0.0,,16378.0,Mary Harron,32034.0,Christian Halsey Solomon,3894|15009|6164,Christian Bale|Justin Theroux|Josh Lucas,0,,,,Lionsgate,,,19196279.0,34268438.0,,15070285.0,,,,,,,,,,,,,,,,,,,,,
1775,Keeping the Faith,4967,tt0171433,2000-04-14,4,4,en,US,30000000.0,56515679.444916375,127,Comedy,Comedy|Romance,PG-13,1.0,0.0,,819.0,Edward Norton,40277.0,Stuart Blumberg,7399|819|40279,Ben Stiller|Edward Norton|Jenna Elfman,0,,,,Spyglass Entertainment,2152.0,0.308532863,22897303.0,59945183.0,11402516.0,37047880.0,2457000.0,2152.0,3.0,3565000.0,2152.0,3.0,2057000.0,2152.0,3.0,740082.0,2152.0,4.0,825310.0,2152.0,4.0,731684.0,2152.0,4.0,1026440.0,2152.0,3.0
1776,U-571,3536,tt0141926,2000-04-20,4,3,en,US,62000000.0,116799070.87276655,116,War,War|Action|Adventure,PG-13,1.0,1.0,,7213.0,Jonathan Mostow,5398.0,Dino De Laurentiis,10297|2053|1037,Matthew McConaughey|Bill Paxton|Harvey Keitel,0,,,,Universal Pictures,2583.0,0.657390084,50544000.0,127666415.0,25907490.0,77122415.0,7594020.0,2583.0,1.0,7477785.0,2583.0,1.0,4481505.0,2583.0,1.0,1846845.0,2583.0,1.0,1666035.0,2583.0,1.0,1472310.0,2583.0,1.0,1368990.0,2583.0,1.0
1777,Love & Basketball,14736,tt0199725,2000-04-21,4,4,en,US,20000000.0,37677119.63338208,124,Comedy,Comedy|Drama|Romance,PG-13,1.0,0.0,,71947.0,Gina Prince-Bythewood,5281.0,Spike Lee,5411|4987|77196,Sanaa Lathan|Omar Epps|Chris Warren,0,,,,40 Acres and a Mule Filmworks,1237.0,0.210339016,268503.0,27743596.0,10421599.0,27475093.0,3176000.0,1237.0,2.0,2834000.0,1237.0,3.0,2129000.0,1237.0,2.0,778462.0,1237.0,3.0,527947.0,1237.0,6.0,482833.0,1237.0,6.0,493357.0,1237.0,6.0
1778,The Virgin Suicides,1443,tt0159097,2000-04-21,4,4,en,US,6000000.0,11303135.886920584,97,Drama,Drama|Romance,R,1.0,0.0,,1769.0,Sofia Coppola,5379.0,Dan Halsted,205|2299|4512,Kirsten Dunst|Josh Hartnett|James Woods,0,,,,American Zoetrope,,,5506146.0,10414053.0,,4906229.0,,,,,,,,,,,,,,,,,,,,,
1779,Where the Heart Is,10564,tt0198021,2000-04-27,4,3,en,US,15000000.0,28257839.71730145,120,Comedy,Comedy|Drama|Romance,PG-13,1.0,0.0,,34481.0,Matt Williams,34481.0,Matt Williams,524|15852|8893,Natalie Portman|Ashley Judd|Stockard Channing,0,,,,Wind Dancer Films,,,7090880.0,40863718.0,,33772838.0,,,,,,,,,,,,,,,,,,,,,
1780,The Yards,19457,tt0138946,2000-04-27,4,3,en,US,24000000.0,45212543.5579958,115,Crime,Crime|Drama|Thriller,R,1.0,0.0,,20561.0,James Gray,6468.0,Nick Wechsler,13240|73421|6885,Mark Wahlberg|Joaquin Phoenix|Charlize Theron,0,,,,Miramax,,,34684.0,924036.0,,889352.0,,,,,,,,,,,,,,,,,,,,,
1781,Frequency,10559,tt0186151,2000-04-28,4,4,en,US,31000000.0,58399535.42606981,118,Science Fiction,Science Fiction|Thriller|Family|Crime,PG-13,1.0,0.0,,17812.0,Gregory Hoblit,17812.0,Gregory Hoblit,6065|8767|25878,Dennis Quaid|Jim Caviezel|Shawn Doyle,0,,,,New Line Cinema,,,23095967.0,68106245.0,,45010278.0,,,,,,,,,,,,,,,,,,,,,
1782,The Flintstones in Viva Rock Vegas,889,tt0158622,2000-04-28,4,4,en,US,83000000.0,156360046.49761555,91,Comedy,Comedy|Family|Romance,PG,1.0,0.0,,13581.0,Brian Levant,13619.0,Bart Brown,13633|9045|13635,Mark Addy|Stephen Baldwin|Kristen Johnston,1,5.0,285724182.68544537,5.9,Amblin Entertainment,3040.0,0.106218511,24200000.0,59468275.0,12008105.0,35268275.0,3146425.0,3040.0,2.0,4423215.0,3040.0,2.0,2948795.0,3040.0,1.0,410400.0,3040.0,2.0,395225.0,3040.0,2.0,349595.0,3040.0,2.0,334450.0,3040.0,3.0
1783,Gladiator,98,tt0172495,2000-05-04,5,3,en,US,103000000.0,194037166.1206841,155,Action,Action|Drama|Adventure,R,1.0,0.0,,578.0,Ridley Scott,930.0,Branko Lustig,934|73421|935,Russell Crowe|Joaquin Phoenix|Connie Nielsen,0,,,,Universal Pictures,2938.0,0.589977895,277801273.0,465516248.0,49016336.0,187705427.0,11135359.0,2938.0,1.0,13615219.0,2938.0,1.0,10068439.0,2938.0,1.0,3751311.0,2938.0,1.0,3867743.0,2938.0,1.0,3405736.0,2938.0,1.0,3172529.0,2938.0,1.0
1784,Battlefield Earth,5491,tt0185183,2000-05-12,5,4,en,US,44000000.0,82889663.1810644,119,Science Fiction,Science Fiction|Action|Adventure,PG-13,1.0,0.0,,5058.0,Roger Christian,14093.0,Jonathan D. Krane,8891|12834|2178,John Travolta|Barry Pepper|Forest Whitaker,0,,,,Franchise Pictures,,,8253978.0,29725663.0,,21471685.0,,,,,,,,,,,,,,,,,,,,,
1785,Center Stage,10560,tt0210616,2000-05-12,5,4,en,US,29000000.0,54631823.46376295,115,Drama,Drama|Music,PG-13,1.0,0.0,,55476.0,Nicholas Hytner,10685.0,Laurence Mark,65871|8691|8212,Amanda Schull|Zoe Saldaña|Peter Gallagher,0,,,,Columbia Pictures,,,9185016.0,26385941.0,,17200925.0,,,,,,,,,,,,,,,,,,,,,
1786,Small Time Crooks,10569,tt0196216,2000-05-19,5,4,en,US,25000000.0,47096399.539149225,94,Comedy,Comedy|Crime,PG,1.0,0.0,,1243.0,Woody Allen,27562.0,Jean Doumanian,1243|30364|4688,Woody Allen|Tracey Ullman|Michael Rapaport,0,,,,Sweetland Films,865.0,0.217033527,12668118.0,29934477.0,5003719.0,17266359.0,1095730.0,865.0,4.0,1749745.0,865.0,4.0,1035248.0,865.0,4.0,337644.0,865.0,4.0,291552.0,865.0,4.0,235337.0,865.0,5.0,258463.0,865.0,4.0
